Country Name,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6925981105,6.7764280761,-3.8436959703,5.1328626154
Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1462862861,5.5987294675,-4.5862243379,1.7758203295,-4.0458233709,-2.1367025703,1.7604133402,-3.5523268215,-6.1775569845,2.2564557524,8.4488354254,2.2187491593,1.7505946938,-3.6932902473,1.6697251844,5.7286247571,-9.3809019871,,,,2.5659342628,4.2836490778,-12.1875742635,8.1831933719
"Gambia, The",,,,,,,,,,,-13.5142656726,-4.4144740156,8.7858726901,3.1059028168,6.2494226405,-7.3204197137,4.6358797395,-0.6555244434,11.9514762777,3.6612077682,-11.6588700398,-3.2254734482,-16.0095285832,-8.3800512737,8.0687946387,6.8113717208,-4.4003948846,-11.0461493723,-6.8080525522,-5.1334418357,15.3051449964,-0.1910194543,0.4811109198,-5.8264385642,1.5984966853,-2.8379699639,1.0071890843,5.0478901685,-1.911528817,-3.0195540318,0.4434206707,-7.9599198852,-5.9838539522,2.8979436684,-5.9949556089,-2.4760281423,0.1977191809,4.0307691655,7.0193799701,3.9705486016
Guinea-Bissau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3208039406,0.5297222122,-9.4181522763,5.2281529971,-3.7422600726,,,,,
Equatorial Guinea,,,,,,,,,,,,,,,,,,,,,-15.6741519402,-9.3341155539,14.3759136831,-3.8362668845,8.0804998424,-16.9355716867,-10.6831285799,-1.6398644153,-8.8060177845,16.1675833167,-2.4407887299,32.2800299318,-13.2435933316,-0.227456368,-10.8272113251,-18.7126535625,,,,,,,,,,,,,,
Greece,,,,,,,,,,,7.3727434016,8.5786946548,7.2080949767,-6.8242068574,4.0088670206,5.3336256849,1.6796192813,5.2873429735,1.9130654417,-1.3408079436,-2.0937811763,-2.7987937082,-2.6602989266,0.1130258752,1.2368411349,-0.0188851271,-1.267342568,4.5352510865,2.9517934923,1.0106681405,3.0903989625,0.188164673,-1.8956808874,2.2459829332,1.4613866035,1.6452347584,4.1090052206,2.8697503245,1.1334458793,4.3387006411,3.821959537,3.3574283822,4.4294672294,4.133535716,1.2149394565,3.0210368796,2.3163429458,-2.2618739068,-4.7116833528,-6.807815661
Grenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,,,,,,,,,,,1.3727102119,-0.9585824107,3.7820296476,2.7980657836,-3.5223629363,10.012486995,10.1098217405,-0.0040341141,-3.3163571044,-3.6881509057,-1.6728238546,-11.3612574946,-1.5603769673,0.0720917184,-5.491401806,-0.5497037881,0.8663047135,2.3808092035,0.833209606,-3.6718834304,6.179129667,3.8789749763,2.7128274713,2.5354623153,1.7268421363,-2.0757770188,4.0412038275,8.6418089622,-0.7361388928,1.3450133369,-0.6782814498,0.6171186777,-0.901846976,-0.2376358942,0.1699774801,1.7130120921,3.0755823432,0.5933441677,0.5688165695,-1.2378005886
Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hong Kong SAR, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,,,,,,,,,,,-13.7733332997,1.5430841515,9.4344286041,1.5659234194,-6.0930848381,17.5184701617,19.1880999372,-0.0755598057,-7.3128786447,-0.7202777889,-9.6405454754,-14.5716761166,-0.044178749,9.5291100032,-1.2361362146,2.9579229808,1.1555521407,7.02367075,-0.9847019342,-11.0341811046,5.1536782781,1.5437986687,9.9741652909,1.1954156195,-0.0236702494,-1.2718090071,1.7156620601,3.7470213674,-0.8493946374,5.3253547006,-0.2643114208,-0.0424960772,0.5858781202,1.5478509295,3.2105809433,2.361830341,5.2512936356,-0.3739314708,-0.3157501527,-2.1995099211
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7482259358,6.1938043474,4.8080715438,-5.1408657267,5.7373314821,3.4071255152,6.4573851686,4.54320327,7.3098365381,2.9467072328,4.7733276102,6.3782093879,1.7127428209,-8.0399118714,-1.7884452462
Haiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2832685587,-3.5828641711,5.9913104188,-5.324533811,4.3978482363,-9.378081215
Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8275750848,1.3386214358,-1.1239618411,3.4859413699,4.7058873588,1.8891632456,4.3128369345,6.7976820324,7.1105518233,4.9866196203,5.1640652472,3.6885240972,3.1902776448,-0.915272403,0.2212482162,-5.1932906902,0.5113609554
Indonesia,,,,,,,,,,,3.5653774136,1.8893151875,5.762772937,6.7761056636,5.3894228051,1.9370102888,6.426246638,8.7243965786,-8.8997784589,22.9334402989,15.3717911188,1.0490844479,4.2182818846,3.1301855823,5.5240481318,4.9272786602,0.9048728182,5.7863094505,6.1931581261,6.7592242077,-2.8596929674,8.589502994,18.1338184023,7.4783005631,6.3446757802,6.2955887305,5.1153096869,-12.4745051912,-5.9699454504,-0.7765923528,0.3573522994,1.0796625905,13.698475649,0.5637093852,0.3155415236,7.6005495968,3.9729220338,1.0479163704,9.655213969,5.0310604028
India,,,,,,,,,,,0.1218468653,-2.7719298923,0.0698009852,-3.753890764,2.4693535,1.798152199,5.7785355952,2.5283789471,-9.4431770998,3.4500327068,4.1460330301,-0.915779423,8.4859787052,-0.2040488501,3.6408301644,4.2165216541,1.4873930481,7.229862961,2.7328720777,1.5723123099,-1.4406870033,4.0446925407,4.1203436027,6.2355341071,4.314527619,4.8453145934,4.1106600774,5.7399719284,5.9109763552,0.4476591162,2.7479028248,0.9965704586,6.9391678306,5.3091539156,7.5230238039,6.8982891231,7.0127040547,1.2311416588,9.8000833646,7.1194898046
Ireland,,,,,,,,,,,2.8399449084,6.8623626143,3.4560747718,-5.9944894164,7.1749882405,-1.1568453484,4.1769939147,3.4675627017,-1.8980359115,-0.5869553427,1.4359930196,1.2145344298,0.4028441032,2.3746209267,2.7048482283,2.8331912876,5.6242289615,4.9949800194,5.3437565451,7.0850370394,0.2733236702,1.5691436331,4.5835629913,4.3990674676,6.7058016193,9.171523301,8.8731732769,7.4044674863,5.8755311844,8.4254638259,2.426145485,1.7651629643,2.008588514,0.9839531856,2.5825367554,2.8745513484,-0.1266388768,-5.6447549819,-8.553132566,-0.5162600766
"Iran, Islamic Rep.",,,,,,,,,,,9.8344650251,15.6352281703,19.2248273416,24.7007129159,14.2025354382,11.5872881845,-3.0310896176,-21.2751005639,1.6241691622,-17.5266459034,-5.3550335068,9.0347950777,7.3775026461,-11.7955204653,-1.9388080636,-12.9366327463,-4.8504019182,-22.6731955963,2.6407941341,4.4251508348,,,,-4.4666927407,2.6673784292,1.7492284723,-0.7563171938,-0.3219241075,5.1067001664,-6.3286387897,10.5683394597,15.8966669191,4.1959830256,3.6864570408,5.1977388844,4.3245353901,16.9705722824,-7.4923212585,9.6695993909,6.354133423
Iraq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8388997058,2.3740448407,1.7345757501,-0.6080092344,7.4882467155,0.867309774,-2.3852394092,-1.4607810102,4.3941855637,2.7934696651,4.6045363169,3.9146978272,-1.2810398918,2.1296820894,4.2045394187
Italy,,,,,,,,,,,1.5731605443,3.3880434278,3.4652992525,0.6993340216,-2.2490667111,5.8311243311,3.0719670956,3.7292096518,5.8148797638,0.2306155561,-1.5976298703,0.7865662213,2.3746972495,2.9414147045,2.5965304153,5.3303039774,3.8590593339,4.1459966526,3.0229655091,1.9807166695,1.7955049125,0.15928315,-1.7560432306,1.8840257761,3.2103117072,2.1187484869,2.3413251532,1.9624086408,1.7095259713,1.8593756486,2.0702386504,-0.1133388644,-0.0836802356,1.0013344045,-0.3406011443,1.0974051167,0.7870057848,-4.0547124823,-4.451943212,-0.1290874591
Jamaica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.4777963909,-5.1412622929,0.2801754506
Jordan,,,,,,,,,,,,,,,,,12.2964209705,14.48713539,14.6197062366,11.5660181366,0.446879088,-4.3846080184,-3.2976354652,5.9051664801,-6.3595429931,3.4130284347,6.3506368543,-5.2059008998,-4.4973785053,-18.3387588241,-19.8139845623,16.8744747836,0.7326549926,4.3616630945,0.9766212207,-4.617821167,3.0299862484,3.3758421349,1.4222486641,4.8146028013,3.8118592786,2.3905661699,-1.3315555513,3.2947259979,3.6267450361,7.1106434918,3.319161896,9.872415879,6.4069289258,-12.1109440737
Japan,,,,,,,,,,,4.2983657211,6.4760398489,6.5255153209,-4.1642002621,1.8951949948,4.1338834568,3.9019942237,5.296318572,2.3424429352,-0.4142206851,3.4144173132,2.4002685015,2.5272034733,4.5518778462,6.0765387535,3.1355624562,3.1085530163,6.7346954326,4.4185057602,4.4258492229,2.2790317428,-0.0897927659,-0.8366668136,0.3529125517,2.2806068071,2.9422965201,0.8330436723,-2.7872603333,-0.6127839515,2.2474698829,0.5519096815,-0.1594527365,1.6402195487,2.4929717561,0.8962546916,0.9121718872,1.9528641218,-3.9682360762,-5.6747224562,5.2808270451
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.6091116913,-10.9213893643,-10.4455130092,5.313719782,,,-17.2948679667,19.6750270859,2.6766381794,8.4983665816,2.5312650858,2.3751310428,13.6859975259,39.9274519736,1.7723719222,1.7952952362,6.5707726004
Kenya,,,,,,,,,,,15.8061909568,14.3290272087,-3.5011345386,-3.462058285,-4.0144024129,1.8689529052,12.5386780271,-3.9724978997,2.9013281457,2.1479762965,0.1026636555,-9.535230554,0.9406719894,-2.6953397546,0.5302923386,4.3651709698,3.3566487358,2.5379330391,0.5514988337,-4.7275050873,0.9185479112,-3.2119310164,-3.5504225001,2.3950454718,-1.990129575,4.6772734128,2.0523200247,3.2638776905,0.2210739778,-4.6034016508,4.6257116149,-2.1706329786,-3.6018463672,3.7269128218,5.1860431988,8.741700961,2.4216892797,-0.9605290871,4.931071201,3.9549182748
Kyrgyz Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.7093229054,10.2111291653,9.4134783305,11.3495304934,-4.7604078423,7.0404851975,2.8601480129,-2.0851424565,-0.1431262363,10.9808214278,-4.752903674,4.5234234075,-12.0865065719
Cambodia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4446211715,5.5239531973,0.6580926178,12.5900570861,7.4122908155,5.5257920932,5.2565799234,6.4046745034,8.0722628903,12.4877228489,8.8734893971,10.514065369,15.1871767308,-8.2364124491,3.2566154032
Kiribati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",,,,,,,,,,,6.9321730152,7.0007621436,12.9498584557,2.1364465918,4.8065298457,18.5291526623,11.3438878736,9.0212391866,3.5965114426,-3.1294852904,5.7011266898,7.7724802038,12.3215691969,9.5557357483,6.1478464039,15.4331404941,13.779511851,11.6903133949,4.5410143235,6.2718142569,9.326642905,4.2518138692,5.5178080601,8.555037624,6.6156829609,4.2177833761,2.9769475772,-6.7798997912,7.8591185015,4.6563269505,2.2414037603,8.6314970703,1.9106622172,4.0657491142,1.4270229968,3.512943644,5.3642385502,-2.2073015409,0.7154450031,7.6671145993
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lao PDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0835771416,3.2341750252,4.9934514692,5.5799275563,,,,,,,,
Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8279761215,7.6794326232,-2.1881335627,6.9694192848,-0.5837772918,-0.8081300694,0.7212851473,-3.9477655846,-17.5334777315,23.5687346966,0.6100311664,0.4542397432,10.3735056837,4.9385203276,14.4487064854,1.0135357439
Liberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19.2396846609,8.8585533516,-39.6085227391,-68.338645268,37.4800261479,30.7901279112,-19.8667670959,-12.4994756257,55.7281034721,1.5795428921
Libya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3406399752,17.1796330382,6.9226638937,11.3152802651,9.0333015226,-14.8254581815,7.9579675346
St. Lucia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,,,,,,,,,,,-2.1136482335,-1.1164507592,3.9591502039,-1.0315741224,-2.6816594643,4.111514424,13.4414994354,1.2980111388,11.127980703,-2.490254027,6.9896497779,2.9659930571,8.6685142513,13.0780473097,-1.933947809,2.2902365853,0.7923974938,-0.6532242279,0.1671778869,6.19679686,0.1583631912,5.0412352015,6.0401413293,2.2813016882,4.5219672951,3.858621702,8.5359383417,7.7694732075,2.1451214345,2.2135827522,1.2804415919,8.4023534182,4.7985859335,1.9781211668,3.8533252185,4.8767034612,5.8403720526,1.4125495118,11.3578172737,6.8317530437
Lesotho,,,,,,,,,,,15.3734084012,2.0976904075,19.1741762064,24.5612845732,1.2410829536,15.5834213585,10.3552600382,9.9407107995,-5.5034125083,-4.3536561327,1.8670075946,6.6413286567,2.1819057459,0.6904190194,-5.6367112825,-1.9061039381,2.6829384124,-1.357038477,-0.8678374409,4.8938353768,-8.3229464525,1.6596744077,-0.8381416553,2.471182062,-5.4050308298,1.9021624573,1.4274415811,-19.8951864985,4.053309987,0.9901258433,29.2249800783,-5.2897378103,-2.1669480256,0.3329662937,-2.6162075048,-0.1935176368,0.7655823897,6.1337774343,-2.5119483358,4.4328241325
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6526361136,13.5584453312,9.4283940984,1.2618928665,7.2488851981,8.1542386233,9.0152933592,10.5745332151,12.0411169436,13.9035496365,6.832873421,10.4670722079,5.8748024188,-10.6385741314,-2.161649734
Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3169385103,-0.694771746,-2.4825006798,9.7734594663,4.7415762346,-13.4347843895,17.9435912827,-4.3655571404,-19.0473701258,20.9545936676
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0519486106,9.9396241928,7.4631049238,3.6929295057,11.2103416139,13.2627162802,9.3493237779,15.4032530815,-1.4289636634,-6.367145408,-10.4257733068
"Macao SAR, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,,,,,,,,,,,1.740427264,-1.971900851,0.0721886394,6.500254427,10.1005583281,7.4640310876,7.296396968,-4.7667060932,2.317102121,-4.3290552891,-9.3595349755,5.7475147402,-0.5452740059,2.104547467,3.5160347501,12.1716283385,-1.9724885211,10.0491806839,0.4607677985,0.360246179,6.1275386487,-4.5285087199,-4.9820693031,7.2497639641,-3.4633577774,11.0083087265,-3.3883287587,7.6387230335,-0.9578382249,-2.0436848529,6.1715562999,3.357071192,7.6368378119,3.3793658998,1.4600835574,5.9735432293,7.3016010193,1.3892065993,5.5167011386,0.4423843279
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0500593451,8.0239045783,-6.6483167663,-7.2594319698,4.1563473985,17.1843392184,10.6350816575,17.0711364703,6.3099449902,8.0999431172,8.5512893238,2.9894709316,6.8423853662,-12.9190923327,11.6264253235
Madagascar,,,,,,,,,,,0.3249752093,-5.1362465422,-5.9864018974,-4.314729796,-1.9687041382,-5.2417449665,-0.4602047324,-7.1601283608,4.8791300579,-2.9927087805,-14.6498693193,-2.9679311953,-1.4250442804,-2.7661133239,-2.4406240419,1.4025945239,-7.1967102461,-1.2240616982,-3.0975511356,3.2044916044,-14.2954406083,0.8783032761,-0.2003473597,-4.6159309834,-1.6071579767,2.0367262979,1.5123916118,3.3177724583,1.0896748189,2.1278421504,8.3804566573,-17.0121232201,10.6501372,-3.1777655824,-3.6431021056,1.0038732353,-0.0119861208,5.439989431,-10.0672251092,4.0759495727
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7815795818,12.7202655735,10.9480548152,,,,,,
Mexico,,,,,,,,,,,0.9780322262,5.2490896062,5.2356108969,0.6496469084,0.9263581088,0.8432471695,-1.615745215,5.3156543029,2.4187335719,6.5012580542,7.2004422923,-9.5749069001,-7.3098326962,4.0907974384,1.5074651594,-9.0657877273,2.253671484,0.6737273139,3.7875672266,4.4262860162,3.7479310066,1.809895928,1.929948374,1.9232666433,-12.49565065,4.6512593466,6.882634766,2.7612522904,2.8294490855,4.3839219887,-1.1751994406,-1.0307085792,-1.19421729,2.0818508238,-0.2090543605,3.5151466,2.1411837859,-0.8315207424,-5.7352166652,4.817365767
"Macedonia, FYR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8714342282,3.7157009563,0.1067940691,-1.4021117772,2.1366322623,5.388808664,4.6719751529,-1.8375547394,0.0277456543,1.5050221529,3.9864044928,4.9830790009,6.5402499796,-2.512570435,10.6644467063,-0.1719132876,2.5037328214
Mali,,,,,,,,,,,-0.7775267761,5.195094953,-6.1619005561,-10.8088859352,14.43254106,16.8183327972,5.2210297206,-4.7787850045,8.382572535,-7.0167561883,-0.1879768529,-7.6797481025,0.0138840078,-1.2511401673,15.7507376171,4.1823558028,2.0504109907,1.4666583865,4.8133152482,-4.8900916321,9.0359707873,-7.4938782792,1.8120502898,-8.1152463679,1.0521318345,3.9817617387,2.8256202144,10.5364384996,-14.5115214169,-0.1218564747,5.2201317751,-7.7620968218,26.4923209278,-6.018992524,1.2703247905,13.7390871684,-1.4933069711,6.6385244516,8.630048864,0.5647822384
Malta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.792666181,11.7662266955,-1.9709820297,-5.7905621989,-0.088051568
Mozambique,,,,,,,,,,,,,,,,,,,,,-1.6696249585,-7.545226551,-18.298767875,-5.7746701149,-3.6305321605,1.0254833009,-4.5399755489,3.0932150284,3.8958490489,0.7697462235,-3.8972525079,-18.596353313,5.7738728343,6.8364367926,-4.2086022815,29.6011107051,10.7167894329,9.8933203647,4.0381478501,-5.2459003158,4.1802133469,-6.3721932854,20.9430151346,3.5184167845,7.5565136525,3.9673626652,7.9456003311,5.131920497,8.9850357485,-1.3171161845
Mauritania,,,,,,,,,,,-2.4117062013,-22.1234740178,-3.5393720852,19.4243648728,-1.2583007746,-0.8265026837,-5.7286757657,-4.8482097106,-3.0294271436,-3.2079166026,-1.2342870812,-3.6080201806,-3.5880991435,-1.5788611538,-3.6913187028,8.2629612678,3.0814809004,-4.2027340973,9.6855443199,-4.8829646136,0.2396052632,0.5999524503,6.5006934699,-8.6415226409,14.6527690604,10.5515339895,-7.8090887961,-4.405238422,7.6914006033,-5.335032956,-5.2802709693,15.3998218359,-1.1286647259,3.0243015001,-0.2088872488,-4.125363113,1.5760599196,-7.9902754839,10.9458394839,1.8444160785
Mauritius,,,,,,,,,,,,,,,,,-0.8250003488,0.4807896376,-0.3977067627,-16.1164361072,-1.8930347023,2.8244139494,3.2529322999,2.4029380606,5.8694554835,21.11341629,14.8680697122,4.328746916,0.4197514503,8.7010194909,2.6495117008,4.562481055,0.9415927379,0.6057370615,2.7715303615,6.6847635616,4.570622179,7.965984255,0.8433424674,5.5980397681,2.5851224179,3.6935931485,0.7034354415,3.3233356293,-4.1667805895,1.3666589023,9.0310860983,-1.2783799171,0.1340335985,1.8134616918
Malawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5493190569,7.3947077038,-1.6813914848,11.4210317879,14.1729451015,-0.7741111279,10.4553295847,-0.4564188187
Malaysia,,,,,,,,,,,-0.7377108101,3.0196201867,16.4017604031,1.7439453429,-5.9015798512,14.3365353759,4.7148533251,1.8156941837,1.0777831659,5.5157541816,1.3148267817,-0.7336677025,0.4832628704,8.2333624364,-6.5889940246,-5.3162517541,8.1699778758,9.7435733801,3.5777202347,0.9149166489,5.7185434311,8.3784125495,10.1448247014,6.6366523011,7.0659036999,7.7913385974,2.5552496207,-8.7015808748,2.4918076861,-0.5682747182,-1.8860540985,6.120015138,6.7642767188,4.8817934006,2.6304661831,8.544498434,7.6166576709,3.4695531884,-0.0616477452,1.8171712102
Namibia,,,,,,,,,,,,,,,,,,,,,-4.0539517189,-5.7981475439,-0.5227870536,-4.6423631239,-9.5520585961,2.8950644891,6.4885617118,-23.7279978873,17.5000160841,13.2175675043,2.4535821722,1.4442733955,-6.0138388432,5.3910394519,-0.9023431784,2.602151337,2.3246778382,3.4506141408,-3.150985372,5.7626434442,2.6762772813,4.0172009576,-0.1722726332,7.0878158277,1.0811597734,9.9077236054,5.077077302,8.302864595,-1.3586626141,0.1108679079
New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.4905851408,0.3369625244,0.0055534337,4.8586490616
Nigeria,,,,,,,,,,,,,,,,,,,,,,-6.3733180655,-15.5165127345,-18.3304450752,7.4788269857,-11.885752459,-18.3050459894,20.4285843962,-3.3068277405,-2.4261448396,0.7475428094,1.334213295,-43.7305213219,16.5633550423,40.9177954113,4.4363660712,-5.4815930649,-2.5385720745,,,-2.7069526202,13.4541721158,-2.0194552086,35.4919037176,-3.2565694398,27.9412633409,-4.054624079,7.5767029974,3.6462147999,17.0563429203
Nicaragua,,,,,,,,,,,0.1961927146,3.6318077126,-7.8541734806,7.5418669522,-2.1597600705,12.3075356969,4.7917516296,-10.6484794358,-25.4692232947,-7.2553305076,-1.993732958,-4.5574145104,9.2617760504,-2.4430291491,-0.2431994951,-1.1391661011,7.0827412958,-43.2764540844,-15.7749459298,19.8202618288,-24.3233865319,-11.7281786742,7.7902563028,49.7150991153,8.3715108927,5.5569124431,3.0526552125,6.899872479,3.0488542292,2.195348255,0.0830654273,0.0963152344,0.1287607852,3.1579842309,3.9540220907,-1.268291454,5.2605545341,3.5720914176,-0.8912773587,-1.3633324839
Netherlands,,,,,,,,,,,2.3397903428,3.9861559681,6.3286262836,-3.5395326419,-0.1613025145,4.3922403065,1.42367273,0.9183401517,-0.5382424819,-1.3615066716,-1.4183584447,-1.1978901568,1.5207112575,4.2968787991,-0.3616751855,3.221136108,1.2313729698,2.3107867202,4.0883128674,1.6166185259,2.0104558044,-0.0493669866,1.1063017714,3.8530885036,4.0736011107,2.758706969,4.2863392923,3.1070816785,6.0835219172,3.0677932553,-0.8606413749,-0.1710141029,0.6879765657,1.7317825937,0.1947286869,6.2864631613,3.1816789284,-3.6040810239,-2.001602412,1.3109623074
Norway,,,,,,,,,,,5.2665118753,3.9138954512,4.6183337184,0.6814386701,0.573259701,1.0413339856,1.1694302757,2.7228931079,1.6144064379,6.3557983151,3.7678746449,-0.7366927264,2.3891741764,6.1720393318,5.6796450729,-1.2023481735,-0.9829095066,-3.1321523786,-2.5490974242,-0.1001668255,1.6656690493,1.5856237308,2.0137256626,3.8085915161,5.0082961671,2.4853376307,6.2571731699,2.8151112911,3.4827080618,4.2305203875,5.4148419417,-0.3205761669,0.7425076213,5.1130718995,6.0075195446,6.6476299165,2.247623094,-0.6322587267,-3.3486945053,2.5229206356
Nepal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.6515541964,0.4781284395,4.6746510812,3.167307335,0.0266707117,0.6133822311,6.3720859834,4.6537892112,4.954850895
New Zealand,,,,,,,,,,,,,,,,,,2.3068103223,2.1133990951,0.712374491,3.756529462,-1.4707253234,2.4885701238,0.4608320784,-0.229193432,7.4535446501,2.6753736165,2.4961483392,-0.9333587625,-2.9170393099,-9.8158224504,-0.0654013369,5.7188936343,5.1316516458,3.7513884919,0.2736476383,2.2318632314,0.4715769237,3.3423168504,1.3938561962,5.1394530228,3.6044497457,5.150828384,2.1978151463,0.5549091464,-0.3473750882,3.6011756279,-6.4697230694,2.6689705266,1.9085932691
Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7797052781,8.0359727845,-4.0681892008,1.2416239943,-7.4605013787,8.4078069918,12.7684770069,16.447950626,-17.1717752578,15.8963768602
Pakistan,,,,,,,,,,,-0.36159358,-12.402458631,3.0127998233,0.6765560291,-8.4698856401,7.2443597477,4.6938721351,9.1975425664,3.5045704898,4.4016033482,-2.7782750664,0.6787651622,7.1513275119,0.9996287383,2.7756289587,-5.4332937748,8.8461321833,1.3008453016,1.3943940529,-0.3513076516,1.7184705211,4.1293196069,-1.0992451488,1.1531532013,3.9021105949,0.3855916958,-2.2442091984,2.9781280557,-0.1067152271,-1.9567062191,-0.9391148957,3.7053977644,3.3884619027,3.6511081917,1.9635310958,2.7033494845,2.3541336244,-3.728239298,7.3671759456,0.7529223998
Panama,,,,,,,,,,,,,,,,,,,,,5.7006927392,7.9988807953,0.2407464813,-3.9975622981,8.4844416312,0.333651985,8.5105220293,-20.7190590008,-3.6495299932,4.4067075402,6.1909343126,9.1480833539,5.0560249542,1.7664176338,-4.5882239508,7.9117960638,4.0519929048,6.1396117557,-1.7745667831,1.0630043419,-0.8238257582,5.2279749307,2.1017457861,0.7497004887,7.7260489216,22.384362088,17.8405296596,6.1183575121,-0.9883025576,4.7779562322
Peru,,,,,,,,,,,0.6362075016,-0.9954272809,3.4364528041,2.6042405972,-0.4530803211,-2.4950976653,-12.0320857655,1.7662616361,0.6421413757,43.0410122166,2.6702049235,-3.2934452514,-11.338930038,-3.0145395706,3.72463187,5.0553086739,4.9816638408,-15.5657834569,-16.0306720202,-16.1477969191,-2.588977309,-1.6719165593,2.196684054,12.7635994068,5.8268667874,0.7490758505,5.9010732675,-2.586672157,-3.471937106,-0.5539149956,-0.5644709109,4.3615720398,3.0339190526,2.2646936558,2.9653739057,5.2865939823,9.9616521493,7.989947547,-0.3721279076,10.1514236448
